Member_number,Date,itemDescription
3886,18-11-2015,Cavin's Lassi
4453,23-08-2015,Cavin's Chocolate Milkshake 
1056,09-11-2015,Cavin's Stawberry Lassi
2700,18-10-2015,Cavin's Kaju Butterscotch Milkshake
1049,05-09-2015,Bhima- Cut Mango
2446,29-07-2015,Bhima- Mixed Veg
4864,05-07-2015,Bhima- Lime
1483,25-04-2015,Bhima- Mango Thokku
4158,26-12-2015,Bhima- Red Chilli
2212,28-10-2015,Ruchi - Andhra Tomato
1142,13-06-2015,Ruchi- Brinjal
2273,26-10-2015,Ruchi- Red Chilli
3741,23-01-2015,Ruchi- Tomato Garlic
3574,20-06-2015,Ruchi- Vadu Mango
3902,29-11-2015,Ruchi- Vadu Mango
2169,21-10-2015,Nyle Damage Repair
3038,11-01-2015,Nyle Anti- Dandruff
2023,07-02-2015,Nyle Dryness Hydration
1038,10-04-2015,Nyle Volume Enhance
3998,23-01-2015,Nyle Pollution Sheild
3516,13-12-2015,Nyle Damage Repair
1979,09-09-2015,Spinz BB Cream
3635,13-12-2015,Spinz Talc - Exotic
3966,01-06-2015,Indica Easy - Brown
1430,12-11-2015,Chik - Thick & Glossy Shampoo
2583,26-03-2015,Maa Mango
2055,07-07-2015,Maa Apple
1092,03-07-2015,Maa - Mango
4138,10-10-2015,Maa Lemon
1515,28-11-2015,Maa Orange 
3481,04-10-2015,Maa Mango
2426,02-06-2015,Fremon
1886,02-12-2015,Joozy Cola
4861,13-09-2015,Runge
2946,04-11-2015,Chillout
2349,17-07-2015,Ruchi- Maharastra Mango Pickle
2326,13-11-2015,Bhima- Cut Mango
2910,19-07-2015,Cavin’s Mango Lassi
2103,11-03-2015,Cavin's Lassi
3260,02-12-2015,Cavin's Vanilla Milshake
1893,04-04-2015,Cavin's Buttermilk
3352,08-11-2015,Cavin's Lassi
4834,27-04-2015,Cavin's Chocolate Milkshake 
2476,25-02-2015,Cavin's Stawberry Lassi
1013,02-07-2015,Cavin's Kaju Butterscotch Milkshake
3004,10-02-2015,Bhima- Cut Mango
1573,21-01-2015,Cavin’s Cold Coffee-Chilled Latte
2089,31-10-2015,Cavin’s Mango Lassi
3077,19-01-2015,Cavin's Stawberry Lassi
3900,07-07-2015,Cavin's Vanilla Milshake
2470,14-05-2015,Cavin's Buttermilk
4785,04-04-2015,Cavin's Lassi
2916,19-04-2015,Cavin's Chocolate Milkshake 
3179,21-03-2015,Cavin's Stawberry Lassi
2285,16-12-2015,Cavin's Kaju Butterscotch Milkshake
2617,03-01-2015,Bhima- Cut Mango
1945,24-04-2015,Bhima- Mixed Veg
4601,15-12-2015,Bhima- Lime
4722,13-10-2015,Bhima- Mango Thokku
4605,13-08-2015,Bhima- Red Chilli
4971,19-02-2015,Roasted Nylon Chivda
4725,01-09-2015,Khatta Meetha
3872,07-08-2015,Moong Dal
4280,02-05-2015,Manglori Mixture
4544,21-01-2015,Garden French Fries
4839,03-06-2015,Garden Instant bhel mix
2785,04-08-2015,Garden Bombay Puri
1594,23-01-2015,Garden Potato Chip
4675,16-01-2015,Ruchi- Maharastra Mango Pickle
1321,13-04-2015,Ruchi- Maharastra lime Pickle
1535,03-07-2015,Ruchi - Andhra Tomato
4437,13-06-2015,Ruchi- Brinjal
2249,29-05-2015,Ruchi- Red Chilli
1785,24-07-2015,Ruchi- Tomato Garlic
4635,16-10-2015,Ruchi- Vadu Mango
4125,14-06-2015,Chik - Long & Healthy Shampoo
3568,11-08-2015,Chik - Hairfall Prevent Shampoo
3575,20-01-2015,Chik - Thick & Glossy Shampoo
2691,04-11-2015,Chik - Anti Dandruff Shamphoo
3571,17-06-2015,Chik - Thick & Glossy Shampoo
4648,03-08-2015,Indica Easy Hair Colour
2085,25-03-2015,Indica Herbal Hair Colour
4104,01-01-2015,Indica Crème 
1143,27-01-2015,Indica Easy - Brown
2228,30-05-2015,Indica Herbal Hair Colour
3746,13-07-2015,Spinz Deo - Pristine Green
3934,27-03-2015,Spinz Deo - Blue Bounce
1329,29-03-2015,Spinz Deo - Yellow Blossom
4689,07-09-2015,Spinz Deo - Mystic White
3199,24-12-2015,Spinz Deo - Enchante
4778,26-04-2015,Spinz BB Cream
1146,11-06-2015,Spinz Talc - Exotic
4338,11-10-2015,Spinz BB Talc
1345,21-07-2015,Indica Crème 
4441,09-11-2015,Ruchi- Vadu Mango
2540,16-02-2015,Nyle Damage Repair
1997,06-06-2015,Nyle Anti- Dandruff
2294,26-07-2015,Nyle Dryness Hydration
1523,28-03-2015,Nyle Volume Enhance
3165,18-08-2015,Nyle Pollution Sheild
4831,12-04-2015,Nyle Damage Repair
4073,02-11-2015,Spinz BB Cream
3661,25-07-2015,Bhima- Mixed Veg
2019,09-10-2015,Bhima- Lime
1092,16-05-2015,Bhima- Mango Thokku
4078,14-11-2015,Bhima- Red Chilli
4753,21-06-2015,Roasted Nylon Chivda
1279,10-09-2015,Khatta Meetha
1012,19-11-2015,Bhima- Cut Mango
2362,23-11-2015,Cavin’s Cold Coffee-Chilled Latte
2789,06-02-2015,Cavin’s Mango Lassi
3229,07-08-2015,Cavin's Stawberry Lassi
1715,03-05-2015,Cavin's Vanilla Milshake
4351,16-01-2015,Cavin's Buttermilk
4397,27-06-2015,Cavin's Lassi
3653,21-10-2015,Cavin's Chocolate Milkshake 
2730,10-11-2015,Cavin's Stawberry Lassi
4321,27-10-2015,Cavin's Kaju Butterscotch Milkshake
1086,17-11-2015,Bhima- Cut Mango
1708,28-12-2015,Bhima- Mixed Veg
4293,24-08-2015,Bhima- Lime
4524,22-04-2015,Bhima- Mango Thokku
3783,08-03-2015,Bhima- Red Chilli
1460,24-06-2015,Roasted Nylon Chivda
2960,19-12-2015,Khatta Meetha
3442,12-10-2015,Moong Dal
4059,07-05-2015,Manglori Mixture
1822,03-03-2015,Garden French Fries
1584,10-07-2015,Garden Instant bhel mix
1624,04-02-2015,Garden Bombay Puri
4877,06-11-2015,Garden Potato Chip
1567,11-04-2015,Ruchi- Maharastra Mango Pickle
2018,04-01-2015,Ruchi- Maharastra lime Pickle
1182,01-09-2015,Bhima- Mixed Veg
3401,02-08-2015,Bhima- Lime
4547,18-01-2015,Bhima- Mango Thokku
3547,21-10-2015,Bhima- Red Chilli
4831,06-04-2015,Roasted Nylon Chivda
2851,01-01-2015,Khatta Meetha
3072,28-02-2015,Moong Dal
1398,15-04-2015,Manglori Mixture
1779,28-10-2015,Garden French Fries
1823,27-11-2015,Garden Instant bhel mix
3360,14-11-2015,Garden Bombay Puri
1565,15-10-2015,Garden Potato Chip
4321,08-05-2015,Ruchi- Maharastra Mango Pickle
1293,05-03-2015,Ruchi- Maharastra lime Pickle
3331,25-07-2015,Ruchi - Andhra Tomato
2408,19-05-2015,Ruchi- Brinjal
2742,10-10-2015,Ruchi- Red Chilli
3934,01-05-2015,Ruchi- Tomato Garlic
4742,22-06-2015,Ruchi- Vadu Mango
4405,22-07-2015,Chik - Long & Healthy Shampoo
3229,25-03-2015,Chik - Hairfall Prevent Shampoo
2817,22-12-2015,Chik - Thick & Glossy Shampoo
2741,17-02-2015,Chik - Anti Dandruff Shamphoo
3562,30-12-2015,Chik - Thick & Glossy Shampoo
4442,10-06-2015,Indica Easy Hair Colour
2022,05-02-2015,Indica Herbal Hair Colour
4380,03-11-2015,Indica Crème 
3687,22-12-2015,Indica Easy - Brown
2077,07-05-2015,Indica Herbal Hair Colour
3273,15-03-2015,Spinz Deo - Pristine Green
3736,27-11-2015,Spinz Deo - Blue Bounce
3190,28-03-2015,Spinz Deo - Y+B43:B61ellow Blossom
3295,28-07-2015,Spinz Deo - Mystic White
3276,30-06-2015,Spinz Deo - Enchante
4405,06-01-2015,Spinz BB Cream
4266,31-07-2015,Spinz Talc - Exotic
1372,25-06-2015,Spinz BB Talc
1242,13-12-2015,Indica Crème 
4820,01-05-2015,Ruchi- Vadu Mango
4702,08-11-2015,Nyle Damage Repair
3687,16-07-2015,Nyle Anti- Dandruff
4115,20-03-2015,Nyle Dryness Hydration
2236,03-02-2015,Nyle Volume Enhance
1026,15-03-2015,Nyle Pollution Sheild
2678,20-03-2015,Nyle Damage Repair
1934,04-08-2015,Spinz BB Cream
3525,14-02-2015,Spinz Talc - Exotic
1354,29-11-2015,Indica Easy - Brown
2782,09-04-2015,Chik - Thick & Glossy Shampoo
4456,16-05-2015,Maa Mango
4869,03-04-2015,Maa Apple
2454,26-08-2015,Maa - Mango
4222,20-08-2015,Maa Lemon
1358,11-09-2015,Maa Orange 
3393,15-02-2015,Maa Mango
1615,03-12-2015,Fremon
4734,12-07-2015,Joozy Cola
4946,04-11-2015,Runge
2419,22-08-2015,Chillout
4989,03-06-2015,Ruchi- Maharastra Mango Pickle
2961,27-05-2015,Bhima- Cut Mango
2707,07-03-2015,Cavin’s Mango Lassi
2010,06-11-2015,Cavin's Lassi
1502,16-04-2015,Chik - Anti Dandruff Shamphoo
2600,29-04-2015,Cavin's Buttermilk
3603,30-01-2015,Bhima- Cut Mango
4352,14-04-2015,Roasted Nylon Chivda
1477,16-05-2015,Moong Dal
4938,24-11-2015,Cavin's Buttermilk
2745,27-01-2015,Spinz Deo - Yellow Blossom
2738,09-11-2015,Bhima- Cut Mango
4170,19-01-2015,Bhima- Cut Mango
3776,17-05-2015,Manglori Mixture
1062,18-09-2015,Garden French Fries
1546,03-01-2015,Garden Instant bhel mix
2020,19-11-2015,Cavin's Kaju Butterscotch Milkshake
2366,18-01-2015,Bhima- Cut Mango
1107,03-01-2015,Bhima- Mixed Veg
1407,29-07-2015,Cavin's Lassi
3718,26-02-2015,Cavin's Stawberry Lassi
4808,26-07-2015,Cavin's Vanilla Milshake
2940,21-05-2015,Cavin's Buttermilk
3048,10-12-2015,Cavin's Lassi
3165,15-06-2015,Cavin's Chocolate Milkshake 
4306,28-12-2015,Cavin's Stawberry Lassi
4302,05-11-2015,Cavin's Kaju Butterscotch Milkshake
4516,29-03-2015,Bhima- Cut Mango
3582,31-03-2015,Bhima- Mixed Veg
1534,10-07-2015,Bhima- Lime
1844,24-07-2015,Bhima- Mango Thokku
1218,05-07-2015,Cocoma
4482,30-11-2015,Spinz Deo - Enchante
2574,11-12-2015,Spinz BB Cream
2767,27-01-2015,Spinz Talc - Exotic
2794,29-09-2015,Spinz BB Talc
4228,26-03-2015,Indica Crème 
3062,08-06-2015,Ruchi- Vadu Mango
2365,21-06-2015,Nyle Damage Repair
3775,07-07-2015,Nyle Anti- Dandruff
2232,06-05-2015,Nyle Dryness Hydration
4156,03-08-2015,Spinz Perfumed Deo - Pristine Green 200 ml
3643,20-09-2015,Spinz Perfumed Deo - Pristine Green 200 ml
3470,04-10-2015,Spinz Perfumed Deo - Pristine Green 200 ml
2602,11-12-2015,Spinz Perfumed Deo - Pristine Green 200 ml
4796,10-06-2015,Spinz Perfumed Deo - Pristine Green 200 ml
3289,09-08-2015,Spinz Perfumed Deo - Pristine Green 200 ml
4470,31-03-2015,Nyle Volume Enhance Shampoo Btl 800 ml
2502,07-02-2015,Nyle Volume Enhance Shampoo Btl 800 ml
2205,07-03-2015,Nyle Volume Enhance Shampoo Btl 800 ml
3201,21-01-2015,Nyle Volume Enhance Shampoo Btl 800 ml
2882,25-06-2015,Nyle Volume Enhance Shampoo Btl 800 ml
2757,16-12-2015,Nyle Volume Enhance Shampoo Btl 800 ml
3679,30-08-2015,Nyle Volume Enhance Shampoo Btl 800 ml
2380,12-02-2015,Nyle Volume Enhance Shampoo Btl 800 ml
1825,06-10-2015,Nyle Damage Repair Shampoo Btl 800 ml
2868,18-07-2015,Nyle Damage Repair Shampoo Btl 800 ml
2709,20-08-2015,Nyle Damage Repair Shampoo Btl 800 ml
4585,16-07-2015,Nyle Damage Repair Shampoo Btl 800 ml
2634,22-04-2015,Nyle Damage Repair Shampoo Btl 800 ml
4832,03-12-2015,Nyle Damage Repair Shampoo Btl 800 ml
2032,28-07-2015,Nyle Damage Repair Shampoo Btl 800 ml
2061,27-12-2015,Nyle Damage Repair Shampoo Btl 800 ml
2210,13-01-2015,Meera Advanced Herbal Hairwash Powder - Refill Pack 80 gm
2346,05-08-2015,Meera Advanced Herbal Hairwash Powder - Refill Pack 80 gm
4315,26-04-2015,Meera Advanced Herbal Hairwash Powder - Refill Pack 80 gm
4166,26-07-2015,Meera Advanced Herbal Hairwash Powder - Refill Pack 80 gm
3907,25-10-2015,Meera Advanced Herbal Hairwash Powder - Refill Pack 80 gm
2706,22-03-2015,Chik Shampoo (200 ml)
2855,05-08-2015,Chik Shampoo (200 ml)
2074,10-04-2015,Chik Shampoo (200 ml)
2840,27-05-2015,Chik Shampoo (200 ml)
2247,31-05-2015,Chik Shampoo (200 ml)
4063,14-07-2015,Chik Shampoo (200 ml)
4780,03-07-2015,Chik Shampoo (200 ml)
1081,06-03-2015,Indica Herbal Hair Color
4843,02-03-2015,Indica Herbal Hair Color
3246,27-08-2015,Indica Herbal Hair Color
4009,14-07-2015,Indica Herbal Hair Color
3697,03-10-2015,Indica Herbal Hair Color
4579,29-10-2015,Indica Herbal Hair Color
3803,06-10-2015,Indica Herbal Hair Color
4108,21-07-2015,Indica Herbal Hair Color
1664,01-04-2015,Indica Herbal Hair Color
4179,06-03-2015,Cavin's Lassi
4172,18-02-2015,Cavin's Lassi
2851,17-02-2015,Cavin's Lassi
3385,22-06-2015,Cavin's Lassi
1303,08-09-2015,Cavin's Lassi
4487,22-01-2015,Cavin's Lassi
2392,23-03-2015,Cavin's Lassi
4218,03-10-2015,Cavin's Lassi
2891,02-07-2015,Spinz BB Cream
4474,10-12-2015,Spinz Talc - Exotic
4437,28-07-2015,Indica Easy - Brown
2648,08-11-2015,Chik - Thick & Glossy Shampoo
1081,03-05-2015,Maa Mango
3071,21-01-2015,Maa Apple
3409,20-05-2015,Maa - Mango
2768,01-01-2015,Maa Lemon
3424,16-08-2015,Maa Orange 
4610,19-04-2015,Maa Mango
3090,04-11-2015,Fremon
4585,01-05-2015,Joozy Cola
4388,20-03-2015,Runge
3751,01-01-2015,Chillout
2650,11-05-2015,Ruchi- Maharastra Mango Pickle
4282,23-06-2015,Bhima- Cut Mango
3273,26-09-2015,Cavin’s Mango Lassi
2983,11-09-2015,Cavin's Lassi
2075,20-01-2015,Chik - Anti Dandruff Shamphoo
2841,20-12-2015,Cavin's Buttermilk
1562,11-05-2015,Cavin’s Cold coffee
4619,16-06-2015,Cavin’s Mango Lassi
3122,31-10-2015,Cavin's Stawberry Lassi
1790,29-03-2015,Cavin's Vanilla Milshake
4395,08-06-2015,Cavin's Buttermilk
3074,13-04-2015,Cavin's Lassi
3797,20-01-2015,Cavin's Chocolate Milkshake 
4958,11-07-2015,Cavin's Stawberry Lassi
3752,08-02-2015,Cavin's Kaju Butterscotch Milkshake
1277,01-12-2015,Bhima- Cut Mango
4403,20-09-2015,Bhima- Mixed Veg
2272,05-09-2015,Bhima- Lime
3443,18-04-2015,Bhima- Mango Thokku
4667,19-07-2015,Bhima- Red Chilli
2902,06-06-2015,Roasted Nylon Chivda
1494,25-06-2015,Khatta Meetha
2231,08-05-2015,Moong Dal
1917,29-07-2015,Manglori Mixture
2144,05-01-2015,Garden French Fries
2656,16-12-2015,Garden Instant bhel mix
1881,05-06-2015,Garden Bombay Puri
4764,27-09-2015,Garden Potato Chip
2755,17-05-2015,Ruchi- Maharastra Mango Pickle
2361,27-02-2015,Ruchi- Maharastra lime Pickle
2311,01-11-2015,Ruchi - Andhra Tomato
3937,04-05-2015,Ruchi- Brinjal
4932,17-07-2015,Ruchi- Red Chilli
3304,28-03-2015,Ruchi- Tomato Garlic
1133,03-08-2015,Ruchi- Vadu Mango
2843,14-12-2015,Chik - Long & Healthy Shampoo
2719,30-05-2015,Chik - Hairfall Prevent Shampoo
2678,04-04-2015,Chik - Thick & Glossy Shampoo
2211,29-11-2015,Chik - Anti Dandruff Shamphoo
4682,19-03-2015,Chik - Thick & Glossy Shampoo
1696,04-10-2015,Indica Easy Hair Colour
2061,12-02-2015,Indica Herbal Hair Colour
1385,21-06-2015,Indica Crème 
4302,08-03-2015,Indica Easy - Brown
4113,27-04-2015,Indica Herbal Hair Colour
1122,25-06-2015,Spinz Deo - Pristine Green
4508,07-10-2015,Spinz Deo - Blue Bounce
4688,03-08-2015,Spinz Deo - Y+B43:B61ellow Blossom
3906,16-06-2015,Spinz Deo - Mystic White
2847,18-05-2015,Spinz Deo - Enchante
3402,29-03-2015,Spinz BB Cream
2039,22-09-2015,Spinz Talc - Exotic
4228,04-04-2015,Spinz BB Talc
3622,29-08-2015,Indica Crème 
2643,08-11-2015,Ruchi- Vadu Mango
3406,13-09-2015,Nyle Damage Repair
4537,22-01-2015,Nyle Anti- Dandruff
1326,07-02-2015,Nyle Dryness Hydration
3490,09-07-2015,Nyle Volume Enhance
1277,02-03-2015,Nyle Pollution Sheild
1599,13-10-2015,Nyle Damage Repair
2013,07-02-2015,Spinz BB Cream
2613,24-05-2015,Spinz Talc - Exotic
1705,12-10-2015,Indica Easy - Brown
4571,03-03-2015,Chik - Thick & Glossy Shampoo
3432,25-02-2015,Maa Mango
3641,27-12-2015,Maa Apple
4232,14-11-2015,Maa - Mango
3614,28-04-2015,Maa Lemon
1120,14-07-2015,Maa Orange 
4345,28-01-2015,Maa Mango
3663,04-01-2015,Fremon
2147,12-11-2015,Joozy Cola
4718,04-09-2015,Runge
2825,14-08-2015,Chillout
3195,14-06-2015,Ruchi- Maharastra Mango Pickle
1910,30-10-2015,Bhima- Cut Mango
4170,08-01-2015,Cavin’s Mango Lassi
4576,17-09-2015,Cavin's Lassi
1959,09-07-2015,Chik - Anti Dandruff Shamphoo
2729,06-01-2015,Cavin's Buttermilk
1811,18-03-2015,Bhima- Cut Mango
4548,30-07-2015,Roasted Nylon Chivda
4463,15-08-2015,Moong Dal
3908,10-07-2015,Cavin's Buttermilk
3579,24-05-2015,Spinz Deo - Yellow Blossom
2226,06-01-2015,Bhima- Cut Mango
3701,27-04-2015,Bhima- Cut Mango
4149,20-03-2015,Manglori Mixture
3011,22-06-2015,Garden French Fries
2324,18-08-2015,Garden Instant bhel mix
3778,03-12-2015,Cavin's Kaju Butterscotch Milkshake
3837,12-05-2015,Bhima- Cut Mango
3587,06-01-2015,Bhima- Mixed Veg
3885,15-10-2015,Cavin's Lassi
2271,17-01-2015,Cavin's Stawberry Lassi
4134,14-06-2015,Cavin's Vanilla Milshake
4936,15-03-2015,Cavin's Buttermilk
4084,03-11-2015,Cavin's Lassi
1054,21-10-2015,Cavin's Chocolate Milkshake 
2553,20-07-2015,Cavin's Stawberry Lassi
1513,12-11-2015,Cavin's Kaju Butterscotch Milkshake
1088,09-11-2015,Bhima- Cut Mango
3724,11-12-2015,Bhima- Mixed Veg
3054,17-02-2015,Bhima- Lime
2281,27-10-2015,Bhima- Mango Thokku
4353,12-06-2015,Cocoma
2131,27-08-2015,Spinz Deo - Enchante
2876,09-09-2015,Spinz BB Cream
4395,25-02-2015,Spinz Talc - Exotic
2438,20-02-2015,Spinz BB Talc
2690,17-10-2015,Indica Crème 
4362,02-03-2015,Ruchi- Vadu Mango
1777,21-04-2015,Nyle Damage Repair
1659,10-03-2015,Nyle Anti- Dandruff
4244,31-10-2015,Nyle Dryness Hydration
2165,27-04-2015,Cavin's Chocolate Milkshake 
4809,04-02-2015,Cavin's Stawberry Lassi
3715,06-04-2015,Cavin's Kaju Butterscotch Milkshake
1562,22-01-2015,Bhima- Cut Mango
2676,07-11-2015,Bhima- Mixed Veg
3339,13-04-2015,Bhima- Lime
1565,12-12-2015,Bhima- Mango Thokku
4835,28-10-2015,Bhima- Red Chilli
3996,31-08-2015,Roasted Nylon Chivda
2499,18-02-2015,Khatta Meetha
1361,06-07-2015,Moong Dal
4418,13-01-2015,Manglori Mixture
4610,22-01-2015,Bhima- Mixed Veg
3160,06-05-2015,Bhima- Lime
2779,01-12-2015,Bhima- Mango Thokku
4154,02-07-2015,Bhima- Red Chilli
2034,11-10-2015,Roasted Nylon Chivda
2601,20-05-2015,Khatta Meetha
2511,16-03-2015,Moong Dal
4246,01-12-2015,Manglori Mixture
4231,11-01-2015,Garden French Fries
2100,19-09-2015,Garden Instant bhel mix
2380,01-06-2015,Garden Bombay Puri
2324,14-05-2015,Garden Potato Chip
1473,02-10-2015,Ruchi- Maharastra Mango Pickle
3824,12-02-2015,Ruchi- Maharastra lime Pickle
3289,26-12-2015,Ruchi - Andhra Tomato
1220,29-12-2015,Ruchi- Brinjal
1923,30-04-2015,Ruchi- Red Chilli
3612,13-06-2015,Ruchi- Tomato Garlic
2682,28-06-2015,Ruchi- Vadu Mango
4560,03-07-2015,Spinz Deo - Mystic White
4531,16-10-2015,Spinz Deo - Enchante
1379,07-07-2015,Spinz BB Cream
4826,17-01-2015,Spinz Talc - Exotic
1763,03-12-2015,Spinz BB Talc
1094,08-09-2015,Indica Crème 
1729,01-08-2015,Ruchi- Vadu Mango
4497,07-06-2015,Nyle Damage Repair
1893,18-01-2015,Nyle Anti- Dandruff
3478,02-04-2015,Nyle Dryness Hydration
2295,28-12-2015,Nyle Volume Enhance
1833,24-07-2015,Nyle Pollution Sheild
3307,03-03-2015,Nyle Damage Repair
3562,18-03-2015,Spinz BB Cream
3145,16-11-2015,Spinz Talc - Exotic
3595,17-12-2015,Indica Easy - Brown
4934,17-03-2015,Chik - Thick & Glossy Shampoo
3386,03-02-2015,Maa Mango
4125,21-03-2015,Maa Apple
2570,19-03-2015,Maa - Mango
3613,05-10-2015,Maa Lemon
3292,31-07-2015,Maa Orange 
1409,02-07-2015,Maa Mango
3315,19-11-2015,Fremon
3486,29-01-2015,Joozy Cola
1256,02-08-2015,Cavin’s Mango Lassi
2523,04-07-2015,Cavin's Stawberry Lassi
1432,04-08-2015,Cavin's Vanilla Milshake
4819,01-10-2015,Cavin's Buttermilk
4455,30-06-2015,Cavin's Lassi
3467,27-11-2015,Cavin's Chocolate Milkshake 
1991,22-10-2015,Cavin's Stawberry Lassi
4862,15-05-2015,Cavin's Kaju Butterscotch Milkshake
3225,25-02-2015,Bhima- Cut Mango
3296,27-06-2015,Bhima- Mixed Veg
4179,21-03-2015,Bhima- Lime
4641,06-07-2015,Bhima- Mango Thokku
3411,19-06-2015,Bhima- Red Chilli
1932,15-03-2015,Ruchi - Andhra Tomato
1324,10-04-2015,Ruchi- Brinjal
4787,12-08-2015,Ruchi- Red Chilli
1497,10-10-2015,Ruchi- Tomato Garlic
3666,12-04-2015,Ruchi- Vadu Mango
4338,06-09-2015,Ruchi- Vadu Mango
4159,28-12-2015,Nyle Damage Repair
4558,03-04-2015,Nyle Anti- Dandruff
4680,27-08-2015,Nyle Dryness Hydration
4303,25-09-2015,Nyle Volume Enhance
4595,07-08-2015,Nyle Pollution Sheild
2600,16-12-2015,Nyle Damage Repair
3830,07-04-2015,Spinz BB Cream
2073,14-05-2015,Spinz Talc - Exotic
1847,14-02-2015,Indica Easy - Brown
1223,30-11-2015,Chik - Thick & Glossy Shampoo
3297,08-02-2015,Maa Mango
2818,22-11-2015,Maa Apple
2507,30-12-2015,Maa - Mango
3358,19-03-2015,Maa Lemon
1930,18-04-2015,Maa Orange 
2764,28-12-2015,Maa Mango
3025,16-06-2015,Fremon
2201,03-05-2015,Joozy Cola
3982,25-07-2015,Runge
2117,28-03-2015,Chillout
2706,12-02-2015,Ruchi- Maharastra Mango Pickle
4924,26-08-2015,Bhima- Cut Mango
3851,10-05-2015,Cavin’s Mango Lassi
4036,26-05-2015,Cavin's Lassi
2202,28-09-2015,Cavin's Vanilla Milshake
1574,12-02-2015,Cavin's Buttermilk
1417,13-07-2015,Cavin's Lassi
3204,08-05-2015,Cavin's Chocolate Milkshake 
3445,01-10-2015,Cavin's Stawberry Lassi
3748,05-03-2015,Cavin's Kaju Butterscotch Milkshake
4061,09-05-2015,Bhima- Cut Mango
2855,09-09-2015,Bhima- Mixed Veg
4548,28-07-2015,Bhima- Lime
3881,07-04-2015,Bhima- Mango Thokku
3864,12-12-2015,Bhima- Red Chilli
2766,19-08-2015,Roasted Nylon Chivda
3953,13-05-2015,Khatta Meetha
4526,24-08-2015,Moong Dal
1468,09-10-2015,Manglori Mixture
4982,01-08-2015,Garden French Fries
3450,27-04-2015,Garden Instant bhel mix
1330,02-11-2015,Garden Bombay Puri
4456,17-04-2015,Garden Potato Chip
4606,30-03-2015,Ruchi- Maharastra Mango Pickle
3773,27-11-2015,Ruchi- Maharastra lime Pickle
4593,12-02-2015,Ruchi - Andhra Tomato
2244,28-01-2015,Ruchi- Brinjal
4296,26-08-2015,Ruchi- Red Chilli
3296,02-03-2015,Ruchi- Tomato Garlic
1114,10-07-2015,Ruchi- Vadu Mango
3480,07-05-2015,Chik - Long & Healthy Shampoo
3842,14-10-2015,Chik - Hairfall Prevent Shampoo
1715,21-05-2015,Chik - Thick & Glossy Shampoo
4052,21-04-2015,Chik - Anti Dandruff Shamphoo
2663,28-05-2015,Chik - Thick & Glossy Shampoo
1861,19-05-2015,Indica Easy Hair Colour
2181,23-06-2015,Indica Herbal Hair Colour
2319,10-05-2015,Indica Crème 
4277,06-12-2015,Indica Easy - Brown
2193,07-01-2015,Indica Herbal Hair Colour
3589,05-10-2015,Spinz Deo - Pristine Green
3144,19-06-2015,Spinz Deo - Blue Bounce
4044,26-08-2015,Spinz Deo - Y+B43:B61ellow Blossom
4048,08-05-2015,Spinz Deo - Mystic White
2272,31-01-2015,Spinz Deo - Enchante
4637,14-05-2015,Spinz BB Cream
3640,26-01-2015,Spinz Talc - Exotic
2599,22-11-2015,Spinz BB Talc
1363,14-10-2015,Indica Crème 
3560,27-09-2015,Ruchi- Vadu Mango
1228,23-02-2015,Nyle Damage Repair
3749,09-03-2015,Nyle Anti- Dandruff
1358,29-12-2015,Nyle Dryness Hydration
2586,26-10-2015,Nyle Volume Enhance
4626,24-12-2015,Nyle Pollution Sheild
1857,10-09-2015,Nyle Damage Repair
2646,11-11-2015,Spinz BB Cream
4242,09-12-2015,Spinz Talc - Exotic
2344,14-02-2015,Indica Easy - Brown
1646,15-08-2015,Chik - Thick & Glossy Shampoo
3450,08-03-2015,Maa Mango
4645,29-12-2015,Maa Apple
3154,10-04-2015,Maa - Mango
2037,19-04-2015,Maa Lemon
2078,16-10-2015,Maa Orange 
2444,12-05-2015,Maa Mango
2100,13-10-2015,Fremon
4689,04-06-2015,Joozy Cola
4430,22-02-2015,Runge
1997,26-10-2015,Chillout
3414,05-02-2015,Ruchi- Maharastra Mango Pickle
2289,06-09-2015,Bhima- Cut Mango
3137,24-08-2015,Cavin’s Mango Lassi
1696,01-03-2015,Cavin's Lassi
1332,03-04-2015,Chik - Anti Dandruff Shamphoo
4748,24-03-2015,Cavin's Buttermilk
4505,17-04-2015,Bhima- Cut Mango
4336,27-04-2015,Roasted Nylon Chivda
2800,17-03-2015,Moong Dal
4456,21-03-2015,Bhima- Red Chilli
3537,12-07-2015,Spinz Deo - Yellow Blossom
1331,29-04-2015,Bhima- Cut Mango
1140,26-06-2015,Bhima- Cut Mango
1976,14-10-2015,Manglori Mixture
3353,13-04-2015,Garden French Fries
2190,14-05-2015,Garden Instant bhel mix
3221,29-06-2015,Cavin's Kaju Butterscotch Milkshake
4878,21-09-2015,Bhima- Cut Mango
2291,20-09-2015,Bhima- Mixed Veg
2542,08-03-2015,Cavin's Lassi
3770,13-01-2015,Cavin's Stawberry Lassi
3892,20-07-2015,Cavin's Vanilla Milshake
2515,22-07-2015,Cavin's Buttermilk
4687,13-01-2015,Cavin's Lassi
3743,06-05-2015,Cavin's Chocolate Milkshake 
1031,15-10-2015,Cavin's Stawberry Lassi
4245,04-06-2015,Cavin's Kaju Butterscotch Milkshake
1851,29-06-2015,Bhima- Cut Mango
1788,20-12-2015,Bhima- Mixed Veg
3166,15-01-2015,Bhima- Lime
